freq,Ang_0,Ang_45,Ang_90,Ang_135,Ang_180,Ang_225,Ang_270,Ang_315,Ang_360
4620000000,0.00072915,0.000750734,0.000824792,0.000857753,0.000893376,0.00086811,0.0008631,0.000836316,0.000820227
4630000000,0.000724413,0.000743843,0.000824161,0.000858741,0.000895925,0.000871292,0.000863639,0.000836485,0.000817336
4640000000,0.000719378,0.000736314,0.000824108,0.000858799,0.000898739,0.000874205,0.000864227,0.000836564,0.000813769
4650000000,0.000714146,0.000728244,0.000824608,0.000857938,0.000901798,0.000876835,0.000864847,0.000836551,0.000809589
4660000000,0.000708839,0.000719754,0.000825624,0.000856191,0.000905085,0.000879182,0.000865486,0.000836448,0.000804879
4660000000,0.000703589,0.00071098,0.000827112,0.000853612,0.000908579,0.000881251,0.000866132,0.000836263,0.000799737
4670000000,0.000698541,0.000702078,0.000829013,0.000850274,0.000912255,0.000883055,0.000866778,0.000836011,0.000794281
4680000000,0.000693842,0.000693214,0.000831262,0.00084627,0.000916091,0.000884617,0.000867414,0.000835712,0.000788639
4690000000,0.000689642,0.00068456,0.000833786,0.000841702,0.000920062,0.000885966,0.000868033,0.00083539,0.000782947
4700000000,0.000686086,0.000676292,0.00083651,0.000836685,0.000924141,0.00088713,0.000868632,0.000835072,0.000777346
4700000000,0.000683312,0.000668579,0.000839351,0.000831342,0.000928298,0.000888144,0.000869205,0.000834785,0.000771975
4710000000,0.000681451,0.000661587,0.000842227,0.000825798,0.0009325,0.00088904,0.000869752,0.000834558,0.000766972
4720000000,0.000680619,0.000655469,0.000845055,0.000820179,0.00093671,0.000889848,0.000870274,0.00083442,0.000762468
4730000000,0.000680919,0.000650367,0.000847755,0.000814612,0.000940888,0.000890595,0.000870772,0.000834393,0.000758587
4740000000,0.000682444,0.000646408,0.000850247,0.000809218,0.000944988,0.000891299,0.000871253,0.000834499,0.000755443
4740000000,0.000685268,0.000643706,0.000852458,0.000804114,0.00094896,0.000891978,0.000871725,0.000834757,0.000753138
